question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
正規分布に従う確率変数Xを標準化するとき、Zの式として正しいものはどれか。	Z=(X-μ)/σ	Z=(X-σ)/μ	Z=(X+μ)/σ	Z=σ(X-μ)	1	正規分布の標準化では、平均との差を標準偏差で割り、Z=(X-μ)/σとする。	s04_u04,正規分布,標準化	1	1	TRUE
平均50、標準偏差10の正規分布に従うXについて、X=70の標準化得点Zはいくつか。	1	2	5	20	2	Z=(70-50)/10=2である。	s04_u04,正規分布,標準化,計算	1	2	TRUE
標準正規分布について正しい説明はどれか。	平均0、分散1の正規分布である	平均1、分散0の正規分布である	平均0、標準偏差0の正規分布である	平均1、標準偏差1の二項分布である	1	標準正規分布は平均0、分散1、標準偏差1の正規分布である。	s04_u04,標準正規分布,定義	1	1	TRUE
平均100、標準偏差15の正規分布に従うXについて、Xが130以下である確率を求めるとき、標準正規分布表で見るZの値はどれか。	1	2	3	15	2	Z=(130-100)/15=2であり、P(X≦130)=P(Z≦2)として表を読む。	s04_u04,正規分布,標準化,表の読み取り	1	2	TRUE
正規分布のグラフの特徴として最も適切なものはどれか。	平均を中心として左右対称である	右にだけ裾が長い	0以上の整数値だけをとる	確率がすべて同じである	1	正規分布は平均を中心とする左右対称な連続分布である。	s04_u04,正規分布,グラフ	1	1	TRUE
標準正規分布表でP(Z≦z)が与えられているとする。P(Z≧1.20)を求める式として適切なものはどれか。	P(Z≦1.20)	1-P(Z≦1.20)	P(Z≦-1.20)を2倍する	P(Z≦1.20)-0.5	2	右側確率は全体1から左側累積確率を引くので、P(Z≧1.20)=1-P(Z≦1.20)である。	s04_u04,標準正規分布,上側確率	1	2	TRUE
標準正規分布表でP(Z≦0.84)=0.7995とする。P(Z≦-0.84)に最も近い値はどれか。	0.2005	0.2995	0.7995	1.2005	1	標準正規分布は0を中心に対称なので、P(Z≦-0.84)=1-P(Z≦0.84)=0.2005である。	s04_u04,標準正規分布,対称性,表の読み取り	1	2	TRUE
平均40、標準偏差5の正規分布に従うXについて、P(X≧45)を標準化するとどれか。	P(Z≧1)	P(Z≧5)	P(Z≦1)	P(Z≦-1)	1	45の標準化得点はZ=(45-40)/5=1なので、P(X≧45)=P(Z≧1)である。	s04_u04,正規分布,標準化,上側確率	1	2	TRUE
標準正規分布で、Z=0より小さい確率として正しいものはどれか。	0	0.25	0.5	1	3	標準正規分布は0を中心に左右対称で、全体の半分が0より小さい。	s04_u04,標準正規分布,対称性	1	1	TRUE
平均70、標準偏差10の正規分布に従うXについて、Xが平均より1標準偏差大きい値はどれか。	60	70	80	90	3	平均より1標準偏差大きい値は70+10=80である。	s04_u04,正規分布,平均,標準偏差	2	1	TRUE
標準正規分布表でP(Z≦1.64)=0.9495とする。P(Z＞1.64)に最も近い値はどれか。	0.0505	0.4495	0.9495	1.9495	1	P(Z＞1.64)=1-0.9495=0.0505である。	s04_u04,標準正規分布,表の読み取り	1	2	FALSE
標準正規分布でP(-1≦Z≦1)を求めるときの考え方として最も適切なものはどれか。	P(Z≦1)-P(Z≦-1)を計算する	P(Z≦1)+P(Z≦-1)を計算する	P(Z≦1)だけを読む	P(Z≦-1)だけを読む	1	区間確率は上端までの累積確率から下端までの累積確率を引く。	s04_u04,標準正規分布,区間確率	1	3	FALSE
平均60、標準偏差8の正規分布に従うXについて、P(52≦X≦68)を標準化して表すとどれか。	P(-1≦Z≦1)	P(1≦Z≦2)	P(-8≦Z≦8)	P(52≦Z≦68)	1	52はZ=(52-60)/8=-1、68はZ=(68-60)/8=1なので、P(-1≦Z≦1)となる。	s04_u04,正規分布,標準化,区間確率	1	3	FALSE
正規分布を用いて割合を求める問題で、標準化が必要になる理由として最も適切なものはどれか。	異なる平均・標準偏差の正規分布を標準正規分布表で扱える形に直すため	データを必ず整数に直すため	平均を必ず1にするため	分散を0にして計算を簡単にするため	1	標準化により、平均や標準偏差が異なる正規分布を標準正規分布に変換し、表を使って確率を求められる。	s04_u04,正規分布,標準化,表の利用	1	2	FALSE
標準正規分布表でP(Z≦1.96)=0.9750とする。P(-1.96≦Z≦1.96)に最も近い値はどれか。	0.025	0.05	0.95	0.975	3	P(-1.96≦Z≦1.96)=0.9750-(1-0.9750)=0.9500である。	s04_u04,標準正規分布,区間確率,対称性	1	3	FALSE
平均50、標準偏差10の正規分布に従うXについて、上位約2.5%に入る境界を考える。P(Z≦1.96)=0.9750を用いると、境界値に最も近いものはどれか。	30.4	50	69.6	96	3	上側2.5%は累積確率0.975に対応するのでZ=1.96。X=50+1.96×10=69.6である。	s04_u04,正規分布,標準化,境界値	1	3	FALSE
標準正規分布表でP(Z≦z)を読むとき、zが負の値で表に載っていない場合の対応として最も適切なものはどれか。	対称性を利用して正の値の表から求める	負の値の確率は0とみなす	zの符号を無視してそのまま同じ確率にする	必ず二項分布表を使う	1	負のzについては、標準正規分布の対称性を利用して、正のzの累積確率から求める。	s04_u04,標準正規分布,負のz,対称性	1	2	FALSE
正規分布に従うXについて、P(a≦X≦b)を求める手順として最も適切なものはどれか。	aとbをそれぞれ標準化し、標準正規分布の累積確率の差をとる	aだけを標準化し、その値を答えにする	bだけを標準化し、その値を答えにする	平均と標準偏差を足して確率にする	1	区間確率では両端を標準化し、上端までの累積確率から下端までの累積確率を引く。	s04_u04,正規分布,標準化,区間確率	1	3	FALSE
平均100、標準偏差20の正規分布に従うXについて、P(X≦80)を標準化するとどれか。	P(Z≦-1)	P(Z≦1)	P(Z≧-1)	P(Z≧1)	1	80の標準化得点はZ=(80-100)/20=-1なので、P(X≦80)=P(Z≦-1)である。	s04_u04,正規分布,標準化,下側確率	1	2	FALSE
正規分布を用いる問題で、標準偏差が大きくなると分布の形は一般にどうなるか。	平均を中心に広がりが大きくなる	平均を中心に狭くなる	左右対称でなくなる	連続分布でなくなる	1	標準偏差は散らばりの大きさを表すため、大きいほど分布は横に広がる。	s04_u04,正規分布,標準偏差,分布の形	2	2	FALSE
標準正規分布表でP(Z≦1.28)=0.8997とする。P(-1.28≦Z≦1.28)に最も近い値はどれか。	0.1003	0.2006	0.7994	0.8997	3	P(Z≦-1.28)=1-0.8997=0.1003。よって区間確率は0.8997-0.1003=0.7994である。	s04_u04,標準正規分布,区間確率,表の読み取り	1	3	FALSE
正規分布の確率を求める場面で、標準化後のZが大きいほど何を意味するか。	平均よりどれだけ標準偏差単位で大きいかを表す	元の値が必ず大きな確率をもつことを表す	分散が大きくなったことを表す	データ数が増えたことを表す	1	Zは平均からの距離を標準偏差単位で表す値である。Zが大きいほど、平均より上側に離れていることを意味する。	s04_u04,正規分布,標準化,z得点	2	2	FALSE
