question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
ポアソン分布がよく用いられる状況として、最も適切なものはどれか。	一定時間や一定範囲内にまれに起こる事象の回数を数える場合	成功確率が高い試行を少数回だけ繰り返す場合	母集団の平均を区間推定する場合	2つの連続変数の相関を調べる場合	1	ポアソン分布は、一定時間・一定面積・一定距離などの中で起こる事象の回数を表すモデルとして用いられる。	s04_u03,ポアソン分布,適用条件	1	1	TRUE
ポアソン分布のパラメータλについて、最も適切な説明はどれか。	事象が起こる平均回数を表す	事象が起こる確率の最大値を表す	試行回数を表す	標準偏差だけを表す	1	ポアソン分布のλは、一定区間内で事象が起こる平均回数を表す。	s04_u03,ポアソン分布,ラムダ	1	1	TRUE
確率変数Xがポアソン分布Po(λ)に従うとき、期待値E(X)として正しいものはどれか。	λ	λ²	1/λ	√λ	1	ポアソン分布では期待値はλである。分散もλになる点も重要である。	s04_u03,期待値,ポアソン分布	1	1	TRUE
確率変数Xがポアソン分布Po(λ)に従うとき、分散V(X)として正しいものはどれか。	λ	λ²	√λ	0	1	ポアソン分布では期待値と分散がともにλになる。	s04_u03,分散,ポアソン分布	1	1	TRUE
ある交差点で1時間あたり平均3件の事故が起こるとする。事故件数Xをポアソン分布Po(3)で表すとき、1時間に事故が0件である確率はどれか。	e^-3	3e^-3	1-e^-3	3^0	1	ポアソン分布ではP(X=k)=e^-λ λ^k/k!である。k=0、λ=3よりP(X=0)=e^-3となる。	s04_u03,ポアソン分布,確率計算	1	2	TRUE
ある窓口に1分あたり平均2人が来るとする。来客数XをPo(2)とみなすとき、1分間にちょうど1人来る確率はどれか。	2e^-2	e^-2/2	1-e^-2	4e^-2	1	P(X=1)=e^-2×2^1/1!=2e^-2である。	s04_u03,ポアソン分布,確率計算	1	2	TRUE
ポアソン分布Po(4)に従う確率変数Xについて、P(X=2)として正しいものはどれか。	8e^-4	4e^-4	16e^-4	2e^-4	1	P(X=2)=e^-4×4^2/2!=8e^-4である。階乗で割る点を忘れない。	s04_u03,ポアソン分布,確率計算	1	2	TRUE
ポアソン分布を二項分布の近似として使いやすい条件はどれか。	試行回数nが大きく、成功確率pが小さく、npが一定程度である場合	試行回数nが小さく、成功確率pが大きい場合	成功確率pが1に近い場合	各試行の成功確率が毎回大きく変化する場合	1	二項分布B(n,p)でnが大きくpが小さいとき、λ=npとしてポアソン分布で近似できることがある。	s04_u03,二項分布,ポアソン近似	1	2	TRUE
1日に平均0.5回起こる事象について、2日間の発生回数をポアソン分布で表すとき、λはいくつか。	1	0.5	2	0.25	1	平均0.5回/日なので、2日間では平均0.5×2=1回である。したがってλ=1となる。	s04_u03,ラムダ,単位変換	2	2	TRUE
ある地域で1日あたり平均4件の問い合わせがある。問い合わせ件数をポアソン分布で表すとき、半日あたりのλとして正しいものはどれか。	2	4	8	16	1	ポアソン分布のλは対象とする時間の長さに比例する。半日なら4×1/2=2である。	s04_u03,ラムダ,単位変換	2	2	FALSE
ポアソン分布Po(3)に従う確率変数Xについて、P(X≧1)として正しいものはどれか。	1-e^-3	e^-3	3e^-3	1-3e^-3	1	P(X≧1)=1-P(X=0)である。Po(3)ではP(X=0)=e^-3なので、1-e^-3となる。	s04_u03,ポアソン分布,余事象	1	2	FALSE
ポアソン分布Po(2)に従う確率変数Xについて、P(X≦1)として正しいものはどれか。	3e^-2	2e^-2	1-2e^-2	e^-2/2	1	P(X≦1)=P(X=0)+P(X=1)=e^-2+2e^-2=3e^-2である。	s04_u03,ポアソン分布,累積確率	1	2	FALSE
ある工場で製品100個あたり平均0.8個の不良品が出る。製品250個中の不良品数をポアソン分布で近似するとき、λはいくつか。	2	0.8	1.25	3.2	1	100個あたり平均0.8個なので、250個では0.8×250/100=2.0個となる。	s04_u03,ラムダ,単位変換	1	2	FALSE
二項分布B(1000,0.002)をポアソン分布で近似するとき、用いるλとして正しいものはどれか。	2	0.002	1000	500	1	二項分布B(n,p)をポアソン近似するときはλ=npとする。1000×0.002=2である。	s04_u03,二項分布,ポアソン近似	1	2	FALSE
ある事象が1時間あたり平均6回起こる。30分間で2回以下起こる確率を求めるとき、最も適切なλはどれか。	3	6	2	12	1	30分は1時間の半分なので、平均回数は6×1/2=3である。求める確率ではPo(3)を用いる。	s04_u03,ラムダ,単位変換	2	2	FALSE
ポアソン分布の適用判断として、最も不適切なものはどれか。	一定回数の試行で成功・失敗を数え、成功確率が高い場合に常に用いる	一定時間内の電話の着信回数を数える場合に用いる	一定面積内の欠陥数を数える場合に用いる	二項分布でnが大きくpが小さい場合の近似として用いる	1	成功確率が高い二項分布にポアソン近似を常に用いるのは不適切である。ポアソン分布は、まれな事象の回数やnが大きくpが小さい二項分布の近似で使う。	s04_u03,適用判断,ポアソン分布	1	3	FALSE
