question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
ローレンツ曲線は何を表したグラフか？	累積人口割合と累積所得割合の関係	所得階級と平均所得の関係	個人所得と平均との差	所得分布の度数分布	1	ローレンツ曲線は、所得などを小さい順に並べたときの累積人口割合と累積所得割合の関係を表す。	s01_u04,ローレンツ曲線,定義	2	1	TRUE
完全平等な所得分配を表すローレンツ曲線はどれか？	45度の直線	下に凸の曲線	上に凸の曲線	横軸に沿った直線	1	完全平等では人口の累積割合と所得の累積割合が一致するため、45度線になる。	s01_u04,ローレンツ曲線,完全平等	2	1	TRUE
ジニ係数はどの範囲の値を取るか？	0以上1以下	0以上無限大	-1以上1以下	-∞から∞	1	ジニ係数は0から1までの値を取り、0に近いほど平等、1に近いほど不平等を表す。	s01_u04,ジニ係数,定義	2	1	TRUE
ジニ係数が0に近いときの所得分配として最も適切なのはどれか？	不平等が大きい	平等に近い	平均所得が高い	人口が多い	2	ジニ係数は小さいほど所得分配が平等に近いことを示す。	s01_u04,ジニ係数,解釈	2	1	TRUE
ローレンツ曲線を作成する際、横軸にとるものはどれか？	累積所得割合	所得階級	累積人口割合	平均所得	3	ローレンツ曲線では横軸に累積人口割合、縦軸に累積所得割合をとる。	s01_u04,ローレンツ曲線,軸	2	1	TRUE
ローレンツ曲線を作成する前提として正しいものはどれか？	所得を高い順に並べる	所得を低い順に並べる	平均との差で並べる	無作為に並べる	2	ローレンツ曲線では、所得などを小さい順に並べて累積割合を求める。	s01_u04,ローレンツ曲線,作成	2	2	FALSE
ローレンツ曲線が完全平等線から大きく離れているとき、何が大きいと解釈できるか？	所得格差	平均所得	中央値	標本サイズ	1	完全平等線からの乖離が大きいほど、所得分配の不平等が大きいと解釈できる。	s01_u04,ローレンツ曲線,格差	2	2	FALSE
ローレンツ曲線からジニ係数を求めるときに用いられる考え方はどれか？	完全平等線とローレンツ曲線で囲まれた面積の比	曲線下の面積そのもの	最大所得と最小所得の差	平均値と中央値の差	1	ジニ係数は、完全平等線とローレンツ曲線の間の面積を基準化した比で表される。	s01_u04,ローレンツ曲線,ジニ係数	2	2	FALSE
同じ平均所得をもつ2国AとBで、Aのジニ係数がBより大きいとき、正しい解釈はどれか？	Aの方が所得格差が大きい	Aの方が必ず豊かである	Aの中央値が必ず高い	Aの人口が必ず多い	1	ジニ係数は所得水準ではなく格差の大きさを表すため、値が大きいAの方が不平等である。	s01_u04,ジニ係数,比較	2	3	FALSE
ジニ係数を用いた比較で誤った解釈はどれか？	ジニ係数が小さい国ほど必ず豊かである	ジニ係数は格差の指標である	0は完全平等を示す	1に近いほど不平等である	1	ジニ係数は格差を示す指標であり、所得水準や豊かさそのものを示す指標ではない。	s01_u04,ジニ係数,誤解	2	3	FALSE
ローレンツ曲線を用いた分析で直接分からないものはどれか？	平均所得の値	所得分配の偏り	平等性の程度	累積割合の関係	1	ローレンツ曲線は分配の偏りを表すが、平均所得の水準そのものは直接示さない。	s01_u04,ローレンツ曲線,限界	3	3	FALSE
ローレンツ曲線とジニ係数の関係として誤っているものはどれか？	ジニ係数は曲線の下側面積そのもの	ジニ係数は不平等の程度を要約する指標である	ローレンツ曲線の完全平等線からの乖離と関係する	ジニ係数は0から1の値を取る	1	ジニ係数は曲線下の面積そのものではなく、完全平等線との乖離を基準化した比である。	s01_u04,ジニ係数,解釈	3	3	FALSE
