question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
1変数データの中心を表す代表値として最も一般的に用いられるものはどれか？	平均値	分散	標準偏差	四分位範囲	1	平均値はすべての値を用いてデータの中心を表す代表的な指標である。	s01_u01,代表値,平均	1	1	TRUE
データを小さい順に並べたとき中央に位置する値はどれか？	最頻値	中央値	平均値	分散	2	中央値は順序付けたデータの中央にある値であり、外れ値の影響を受けにくい。	s01_u01,代表値,中央値	1	1	TRUE
データのばらつきを表す指標として適切なものはどれか？	平均値	中央値	分散	最頻値	3	分散は各データが平均からどの程度離れているかを表す散布度の指標である。	s01_u01,散布度,分散	1	1	TRUE
平均との差を二乗して平均した量を何というか？	標準偏差	分散	四分位範囲	最頻値	2	分散は平均との差の二乗平均として定義される。	s01_u01,分散,定義	1	2	TRUE
分散の平方根として定義される指標はどれか？	四分位範囲	分散	標準偏差	中央値	3	標準偏差は分散の平方根であり、元のデータと同じ単位で解釈できる。	s01_u01,標準偏差,定義	1	2	TRUE
四分位範囲はどの値の差で定義されるか？	最大値と最小値	第3四分位数と第1四分位数	平均値と中央値	分散と標準偏差	2	四分位範囲は第3四分位数から第1四分位数を引いた値であり、中央50%の広がりを表す。	s01_u01,四分位範囲,定義	2	1	TRUE
次のうち散布度の指標に含まれないものはどれか？	分散	標準偏差	中央値	四分位範囲	3	中央値はデータの中心を表す代表値であり、散布度の指標ではない。	s01_u01,代表値,散布度	1	1	TRUE
同じ平均値をもつ2つのデータ集合を比較するとき、追加で確認すべき指標として最も適切なのはどれか？	中央値	分散	最頻値	平均値	2	平均値が同じでも、ばらつきが異なればデータの特徴は異なるため散布度を見る必要がある。	s01_u01,散布度,比較	1	2	TRUE
標準偏差が大きいデータの特徴として適切なのはどれか？	データが平均付近に集中している	データのばらつきが大きい	外れ値が必ず存在する	中央値が平均より大きい	2	標準偏差が大きいほど、データは平均から広く散らばっている。	s01_u01,標準偏差,解釈	1	2	TRUE
四分位範囲を用いる利点として適切なのはどれか？	平均より常に正確である	外れ値の影響を受けにくい	分布の山の数が分かる	標準偏差を不要にする	2	四分位範囲は中央50%の範囲を見るため、極端な値の影響を受けにくい。	s01_u01,四分位範囲,外れ値	1	2	TRUE
標準偏差が0となるデータの特徴はどれか？	すべての値が等しい	中央値が平均と異なる	外れ値が存在する	分布が歪んでいる	1	すべての値が同じなら平均との差がすべて0となり、標準偏差も0になる。	s01_u01,標準偏差,極端例	2	1	TRUE
外れ値が含まれるデータで中心を表す指標として最も適切なのはどれか？	平均値	中央値	分散	標準偏差	2	中央値は順位に基づくため、外れ値の影響を受けにくい。	s01_u01,代表値,外れ値	1	3	FALSE
平均値と中央値が大きく異なるときに考えられる状況はどれか？	分布が完全に対称である	外れ値や歪みがある	すべての値が等しい	分散が0である	2	平均値と中央値の差は、外れ値や分布の歪みを示唆する。	s01_u01,代表値,分布の形	1	3	FALSE
四分位範囲が小さい一方で標準偏差が大きい場合に考えられることはどれか？	外れ値の影響が大きい	データが完全に対称である	分散が必ず小さい	中央値が計算できない	1	四分位範囲は外れ値に強い一方、標準偏差は外れ値の影響を受けやすい。	s01_u01,散布度,外れ値	2	3	FALSE
データの代表値として最頻値が有効に機能しやすい状況はどれか？	値がすべて異なる連続データ	外れ値が1つだけある場合	カテゴリや特定の値に集中がある場合	データ数が極端に少ない場合	3	最頻値は最も多く現れる値であり、カテゴリデータや同じ値が集中するデータで有効である。	s01_u01,代表値,最頻値	2	2	FALSE
平均値が中央値より大きくなりやすい分布の特徴として適切なのはどれか？	左に長い裾をもつ分布	右に長い裾をもつ分布	完全な対称分布	すべての値が等しい分布	2	右に長い裾をもつ分布では、大きな値に引っ張られて平均値が中央値より大きくなりやすい。	s01_u01,歪度,代表値	1	2	FALSE
平均と標準偏差の組が特に解釈しやすい分布はどれか？	極端に歪んだ分布	二峰性の分布	正規分布に近い分布	カテゴリカルデータの分布	3	正規分布に近い場合、平均を中心、標準偏差をばらつきとして解釈しやすい。	s01_u01,平均,標準偏差	2	2	FALSE
外れ値が1つ追加された場合に最も影響を受けやすい指標はどれか？	中央値	四分位範囲	平均値	最頻値	3	平均値はすべての値を用いるため、極端な値の影響を受けやすい。	s01_u01,平均,外れ値	1	3	FALSE
分散を用いる際に注意すべき点として適切なのはどれか？	単位が元データと同じである	平方単位になる	外れ値に影響されない	中央値と常に一致する	2	分散は平均との差を二乗するため、単位も平方単位になる。	s01_u01,分散,単位	2	2	FALSE
標準偏差を用いる利点として最も適切なのはどれか？	外れ値に強い	元データと同じ単位で解釈できる	計算が不要である	分布の形が必ず分かる	2	標準偏差は分散の平方根なので、元データと同じ単位で扱える。	s01_u01,標準偏差,解釈	1	2	FALSE
対称で単峰に近い分布で一致しやすい代表値の組合せはどれか？	平均値・中央値・最頻値	分散・標準偏差・範囲	最大値・最小値・中央値	四分位数・分散・平均値	1	対称で単峰に近い分布では、平均値・中央値・最頻値が近い値になりやすい。	s01_u01,代表値,対称分布	2	2	FALSE
外れ値があるデータで、平均値だけを代表値として用いると起こりやすい問題はどれか？	データ数が増える	分布の中心を誤解する	単位が消える	中央値が計算できなくなる	2	外れ値に引っ張られた平均値を中心とみなすと、分布の特徴を誤って解釈する可能性がある。	s01_u01,平均,解釈	1	3	FALSE
同じ中央値をもつ2つのデータ集合を比較するとき、次に確認すべき視点として適切なのはどれか？	散布度の大きさ	中央値の定義	データ名の違い	単位を無視した大小	1	中央値が同じでも、データの広がりは異なる場合があるため散布度を確認する。	s01_u01,中央値,散布度	2	2	FALSE
代表値と散布度を組み合わせて記述する目的として適切なのはどれか？	計算を簡単にするため	中心と広がりを同時に示すため	外れ値を必ず除去するため	データ数を隠すため	2	代表値だけでは中心しか分からないため、散布度と組み合わせることで分布の特徴を把握しやすくなる。	s01_u01,記述統計,要約	1	3	FALSE
