question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
母分散が未知で、正規母集団からの小標本において母平均を推定するとき、標準正規分布の代わりに用いる分布として最も適切なものはどれか。	二項分布	ポアソン分布	t分布	一様分布	3	母分散が未知で標本標準偏差を用いる母平均の推定では、標準化統計量はt分布に従う。	s05_u03,t分布,母平均,母分散未知	1	1	TRUE
自由度が大きくなるにつれて、t分布の形はどの分布に近づくか。	標準正規分布	χ²分布	F分布	ポアソン分布	1	t分布は自由度が大きくなるほど裾が軽くなり、標準正規分布に近づく。	s05_u03,t分布,自由度,正規近似	1	1	TRUE
χ²分布が主に用いられる場面として最も適切なものはどれか。	母平均の差の検定	母分散の推定や検定	母比率の推定	回帰係数の符号判定	2	χ²分布は正規母集団の母分散に関する推定・検定で用いられる。	s05_u03,χ二乗分布,母分散,用途	1	1	TRUE
F分布が主に用いられる場面として最も適切なものはどれか。	2つの母分散の比の検定	1つの母平均の推定	標本比率の標準化	ポアソン分布の平均推定	1	F分布は2つの独立なχ²分布を自由度で割った比に基づき、分散比の検定などに用いられる。	s05_u03,F分布,分散比,用途	1	1	TRUE
t分布表を読むときに必要となる情報として最も適切なものはどれか。	標本サイズだけ	自由度と上側確率	母平均と母分散	標本比率と成功確率	2	t分布表では、自由度と上側確率または両側確率に対応する臨界値を読む。	s05_u03,t分布表,自由度,臨界値	1	2	TRUE
標本サイズnの1標本t検定で、母平均に関する検定を行うときの自由度はどれか。	n	n-1	n-2	2n-1	2	1標本t検定では標本平均からの偏差平方和を用いるため、自由度はn-1である。	s05_u03,t検定,自由度,1標本	1	2	TRUE
χ²分布についての説明として最も適切なものはどれか。	左右対称で負の値もとる	自由度にかかわらず平均は0である	0以上の値をとり、自由度によって形が変わる	常に標準正規分布と同じ形である	3	χ²分布は0以上の値をとる右に歪んだ分布であり、自由度が大きくなると形が変化する。	s05_u03,χ二乗分布,性質,自由度	1	2	TRUE
F分布についての説明として最も適切なものはどれか。	負の値も正の値も対称にとる	0以上の値をとり、2つの自由度で形が決まる	平均0、分散1に必ず標準化されている	自由度を必要としない分布である	2	F分布は分散比に対応するため0以上の値をとり、分子・分母の2つの自由度で形が決まる。	s05_u03,F分布,性質,自由度	1	2	TRUE
正規母集団からの標本について、母分散σ²の信頼区間を考えるときに用いる分布として最も適切なものはどれか。	t分布	χ²分布	F分布	二項分布	2	正規母集団では、標本分散を用いた統計量がχ²分布に従うため、母分散の信頼区間にχ²分布を用いる。	s05_u03,χ二乗分布,母分散,信頼区間	1	2	TRUE
2つの正規母集団の分散が等しいかを調べたい。独立な2標本から得た不偏分散の比を用いるとき、参照する分布として最も適切なものはどれか。	標準正規分布	t分布	χ²分布	F分布	4	2つの母分散の比を調べる検定では、不偏分散の比がF分布に従うことを用いる。	s05_u03,F分布,等分散性,分散比	1	3	FALSE
t分布を用いる母平均の信頼区間で、標本サイズが同じなら、信頼係数を95%から99%に上げると区間幅はどうなるか。	狭くなる	変わらない	広くなる	必ず0になる	3	信頼係数を上げると、より大きい臨界値を用いるため、信頼区間の幅は広くなる。	s05_u03,t分布,信頼区間,信頼係数	1	2	FALSE
自由度10のt分布表で、両側5%の棄却域に対応する臨界値を読むとき、上側確率として見る値はどれか。	0.1	0.05	0.025	0.005	3	両側5%では左右それぞれに2.5%ずつ分かれるため、上側確率0.025の値を読む。	s05_u03,t分布表,両側検定,上側確率	1	3	FALSE
1標本t検定で、有意水準5%の両側検定を行う。検定統計量の絶対値がt分布表の両側5%臨界値より大きいとき、判断として最も適切なものはどれか。	帰無仮説を棄却する	帰無仮説を必ず採択する	標本サイズを1減らす	自由度を0にする	1	検定統計量が棄却域に入る場合、帰無仮説を棄却する。	s05_u03,t検定,両側検定,棄却域	1	3	FALSE
χ²分布表で母分散の信頼区間を作るとき、95%信頼区間では左右の裾にそれぞれ何%を割り当てるか。	1%ずつ	2.5%ずつ	5%ずつ	10%ずつ	2	95%信頼区間では中央に95%を残すため、左右の裾にそれぞれ2.5%ずつを割り当てる。	s05_u03,χ二乗分布表,信頼区間,上側確率	1	3	FALSE
χ²分布を用いた母分散の信頼区間について、一般に注意すべき点として最も適切なものはどれか。	上下限は標本分散に同じ係数を掛けるだけで対称になる	χ²分布は左右対称なので上下限の計算は同じ臨界値を使う	χ²分布は非対称なので、上下限で異なる臨界値を使う	母平均が未知なら必ずF分布を使う	3	χ²分布は非対称であるため、母分散の信頼区間では上下限に異なるχ²臨界値を用いる。	s05_u03,χ二乗分布,母分散,信頼区間	1	3	FALSE
2つの母分散の比をF検定で調べるとき、分子側の自由度として最も適切なものはどれか。	分子に置いた標本のサイズn	分子に置いた標本のサイズn-1	2つの標本サイズの和	2つの標本サイズの差	2	F分布では分子に置いた不偏分散に対応する自由度は、その標本サイズをnとするとn-1である。	s05_u03,F分布,自由度,分散比	1	2	FALSE
F分布表を読むときに必要となる情報として最も適切なものはどれか。	1つの自由度と平均	分子の自由度、分母の自由度、上側確率	標本平均と標本比率	母平均と母比率	2	F分布表では、分子の自由度・分母の自由度・上側確率に対応する臨界値を読む。	s05_u03,F分布表,自由度,臨界値	1	2	FALSE
t分布を使う場面として不適切なものはどれか。	正規母集団で母分散未知の母平均の推定	小標本で標本標準偏差を用いる母平均の検定	母分散そのものの信頼区間の作成	母平均に関する1標本検定	3	母分散そのものの信頼区間にはχ²分布を用いる。t分布は主に母平均に関する推定・検定で用いる。	s05_u03,t分布,用途判断,母分散	2	3	FALSE
χ²分布、t分布、F分布の関係について最も適切なものはどれか。	t分布とF分布はいずれもχ²分布と関係する統計量から導かれる	χ²分布は必ず負の値を含む	F分布は1つの自由度だけで決まる	t分布は自由度が小さいほど標準正規分布と完全に一致する	1	t分布は標準正規分布とχ²分布を用いた形で現れ、F分布は2つのχ²分布の比から導かれる。	s05_u03,分布の関係,t分布,χ二乗分布,F分布	2	3	FALSE
独立な2標本の平均差を検定したいが、母分散は未知で等しいと仮定できる。このとき中心となる分布として最も適切なものはどれか。	t分布	χ²分布	F分布	ポアソン分布	1	母分散未知で平均差を検定する場合、等分散を仮定する2標本t検定ではt分布を用いる。	s05_u03,t分布,2標本,平均差	2	3	FALSE
