question	choice1	choice2	choice3	choice4	answer_index	explanation	tags	importance	difficulty	is_free
独立な2群の母平均の差を検定するとき、基本的な帰無仮説として最も適切なものはどれか。	2つの母平均は等しい	2つの標本平均は必ず等しい	2つの母分散は等しい	2つの標本サイズは等しい	1	2群の平均差の検定では、通常H0: μ1=μ2、またはμ1−μ2=0を置く。標本平均が等しいことではない。	s07_u04,平均差,帰無仮説	1	1	TRUE
対応のある2群の平均差の検定で注目する量として最も適切なものはどれか。	各ペアの差の平均	2群を合わせた全体平均	2群の標本分散の比	各群の最大値の差	1	対応のあるデータでは、同一対象の前後差など、ペアごとの差を1標本の平均として扱う。	s07_u04,対応のある検定,平均差	1	1	TRUE
独立な2群の平均差の検定で、母分散が未知で等しいと仮定できる場合に用いる分散はどれか。	プールした分散	2つの標本分散の大きい方だけ	2つの標本分散の小さい方だけ	母分散そのもの	1	等分散を仮定する2標本t検定では、2群の標本分散を自由度で重み付けしてプールした分散を用いる。	s07_u04,2標本t検定,等分散	1	2	TRUE
2群の母比率の差を検定するとき、帰無仮説として最も一般的なものはどれか。	2つの母比率は等しい	2つの標本比率は等しい	2つの標本サイズは等しい	2つの母平均は等しい	1	母比率差の検定では、H0: p1=p2、またはp1−p2=0を置くのが基本である。	s07_u04,比率差,帰無仮説	1	1	TRUE
2群の平均差の検定で、独立2標本t検定を使う場面として最も適切なものはどれか。	別々の生徒群A組とB組の平均点を比較する	同じ生徒のテスト前後の点数を比較する	1つのクラスの平均点が60点かを調べる	1つの母分散が指定値と等しいかを調べる	1	独立2標本t検定は、互いに独立な2群の母平均差を調べる場合に使う。同一対象の前後比較は対応のあるt検定である。	s07_u04,独立2標本,平均差	1	2	TRUE
対応のあるt検定を使う場面として最も適切なものはどれか。	同じ人の運動前後の血圧差を調べる	異なる2校の平均点を比較する	男女の合格率の差を調べる	2つの母分散が等しいかを調べる	1	対応のあるt検定は、同一対象やペアになった対象の差に注目する検定である。	s07_u04,対応のあるt検定,検定選択	1	2	TRUE
2群の母比率の差の検定で、検定統計量の標準誤差を作るとき、帰無仮説p1=p2の下でよく用いられる比率はどれか。	2群を合わせたプール比率	第1群の標本比率だけ	第2群の標本比率だけ	母平均の差	1	H0: p1=p2の下では、2群に共通の比率を仮定するため、成功数を合計して求めるプール比率を用いる。	s07_u04,比率差,プール比率	1	2	TRUE
2つの母分散が等しいかを調べる検定で、基本的に用いられる分布はどれか。	F分布	t分布	標準正規分布	二項分布	1	2つの正規母集団の分散比を調べる検定では、標本分散の比がF分布に従うことを利用する。	s07_u04,等分散性,F検定	1	1	TRUE
独立な2群の平均差の検定で、等分散性が仮定しにくい場合に考える方法として最も適切なものはどれか。	Welchのt検定を用いる	必ず対応のあるt検定に変える	必ずF検定で結論を出す	標本平均ではなく中央値だけを比較する	1	等分散を仮定しにくい独立2群の平均差では、Welchのt検定を用いるのが代表的である。	s07_u04,Welch検定,等分散性	1	2	TRUE
ある薬の投与前後で同じ被験者の血圧を測定した。平均の変化を検定する方法として最も適切なものはどれか。	対応のあるt検定	独立2標本t検定	母比率の差の検定	等分散性のF検定	1	同じ被験者の投与前後はペアになったデータであるため、差をとって対応のあるt検定を行う。	s07_u04,対応のあるt検定,平均差	1	2	TRUE
